Lead_ID,Date_Assigned,Sales_Rep,Lead_Source,Status,Projected_Revenue,Days_To_Follow_Up,First_Follow_Up_Date,Data_Quality_Flag
Ld-1837,2025-05-18 15:27:25.805348,David L.,Referral,Closed Won,28624,4,2025-05-22 15:27:25.805348,Accurate
Ld-4626,2025-05-18 15:27:25.805348,David L.,Cold Call,In Progress,10842,4,2025-05-22 15:27:25.805348,Missing/Inaccurate
Ld-4636,2025-05-18 15:27:25.805348,Sarah M.,Webinar,New,27161,4,2025-05-22 15:27:25.805348,Missing/Inaccurate
Ld-5827,2025-05-19 15:27:25.805348,James T.,Website,Closed Lost,8327,4,2025-05-23 15:27:25.805348,Missing/Inaccurate
Ld-3188,2025-05-19 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,8713,1,2025-05-20 15:27:25.805348,Missing/Inaccurate
Ld-4896,2025-05-19 15:27:25.805348,David L.,Referral,In Progress,25127,4,2025-05-23 15:27:25.805348,Missing/Inaccurate
Ld-5438,2025-05-19 15:27:25.805348,Emma W.,Referral,Closed Lost,19955,6,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-1295,2025-05-19 15:27:25.805348,Alex H.,Referral,New,24830,5,2025-05-24 15:27:25.805348,Accurate
Ld-1936,2025-05-19 15:27:25.805348,James T.,Trade Show,Closed Won,18234,4,2025-05-23 15:27:25.805348,Accurate
Ld-4583,2025-05-19 15:27:25.805348,David L.,Referral,Closed Lost,20275,8,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-2763,2025-05-19 15:27:25.805348,Sarah M.,Website,Closed Lost,23440,3,2025-05-22 15:27:25.805348,Accurate
Ld-3689,2025-05-19 15:27:25.805348,Sarah M.,Website,New,27436,4,2025-05-23 15:27:25.805348,Missing/Inaccurate
Ld-5305,2025-05-19 15:27:25.805348,Sarah M.,Website,New,9370,4,2025-05-23 15:27:25.805348,Accurate
Ld-3159,2025-05-20 15:27:25.805348,Alex H.,Cold Call,New,44420,7,2025-05-27 15:27:25.805348,Accurate
Ld-1902,2025-05-20 15:27:25.805348,David L.,Trade Show,New,40240,2,2025-05-22 15:27:25.805348,Accurate
Ld-3615,2025-05-20 15:27:25.805348,David L.,Cold Call,Closed Lost,48590,5,2025-05-25 15:27:25.805348,Accurate
Ld-5731,2025-05-20 15:27:25.805348,Alex H.,Trade Show,In Progress,14788,3,2025-05-23 15:27:25.805348,Accurate
Ld-4027,2025-05-20 15:27:25.805348,Sarah M.,Website,Closed Lost,16002,5,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-3080,2025-05-20 15:27:25.805348,Emma W.,Website,Closed Lost,11012,6,2025-05-26 15:27:25.805348,Accurate
Ld-1428,2025-05-20 15:27:25.805348,James T.,Website,New,25056,4,2025-05-24 15:27:25.805348,Accurate
Ld-4356,2025-05-20 15:27:25.805348,Sarah M.,Webinar,Closed Lost,21766,3,2025-05-23 15:27:25.805348,Missing/Inaccurate
Ld-4762,2025-05-20 15:27:25.805348,David L.,Cold Call,Closed Lost,37082,5,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-4739,2025-05-20 15:27:25.805348,Emma W.,Webinar,In Progress,26729,6,2025-05-26 15:27:25.805348,Accurate
Ld-3841,2025-05-20 15:27:25.805348,Sarah M.,Webinar,New,28648,4,2025-05-24 15:27:25.805348,Accurate
Ld-4937,2025-05-20 15:27:25.805348,Alex H.,Webinar,Closed Lost,19534,5,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-5586,2025-05-20 15:27:25.805348,Alex H.,Referral,Closed Lost,37172,2,2025-05-22 15:27:25.805348,Accurate
Ld-1801,2025-05-20 15:27:25.805348,Alex H.,Trade Show,Closed Won,41586,3,2025-05-23 15:27:25.805348,Accurate
Ld-1741,2025-05-20 15:27:25.805348,Emma W.,Referral,In Progress,43765,4,2025-05-24 15:27:25.805348,Accurate
Ld-4274,2025-05-21 15:27:25.805348,Emma W.,Trade Show,New,45603,4,2025-05-25 15:27:25.805348,Accurate
Ld-2059,2025-05-21 15:27:25.805348,James T.,Website,Closed Won,48872,2,2025-05-23 15:27:25.805348,Accurate
Ld-5190,2025-05-21 15:27:25.805348,Emma W.,Trade Show,In Progress,30917,2,2025-05-23 15:27:25.805348,Accurate
Ld-1370,2025-05-21 15:27:25.805348,David L.,Website,In Progress,45941,4,2025-05-25 15:27:25.805348,Accurate
Ld-4340,2025-05-21 15:27:25.805348,Alex H.,Website,Closed Lost,44919,2,2025-05-23 15:27:25.805348,Accurate
Ld-1683,2025-05-21 15:27:25.805348,Emma W.,Referral,New,41487,4,2025-05-25 15:27:25.805348,Accurate
Ld-3749,2025-05-21 15:27:25.805348,Emma W.,Website,Closed Lost,16918,5,2025-05-26 15:27:25.805348,Accurate
Ld-5633,2025-05-21 15:27:25.805348,Sarah M.,Webinar,New,12485,4,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-5616,2025-05-21 15:27:25.805348,James T.,Cold Call,In Progress,21999,5,2025-05-26 15:27:25.805348,Accurate
Ld-2956,2025-05-21 15:27:25.805348,James T.,Website,New,6969,3,2025-05-24 15:27:25.805348,Accurate
Ld-3318,2025-05-21 15:27:25.805348,David L.,Trade Show,New,25733,4,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-4481,2025-05-22 15:27:25.805348,Sarah M.,Cold Call,Closed Lost,47727,3,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-4398,2025-05-22 15:27:25.805348,David L.,Referral,New,21859,3,2025-05-25 15:27:25.805348,Missing/Inaccurate
Ld-3679,2025-05-22 15:27:25.805348,Emma W.,Referral,Closed Lost,29570,3,2025-05-25 15:27:25.805348,Accurate
Ld-4354,2025-05-22 15:27:25.805348,James T.,Trade Show,Closed Lost,5340,4,2025-05-26 15:27:25.805348,Accurate
Ld-1544,2025-05-22 15:27:25.805348,Alex H.,Website,In Progress,7914,5,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-4183,2025-05-22 15:27:25.805348,James T.,Website,In Progress,40820,2,2025-05-24 15:27:25.805348,Accurate
Ld-1774,2025-05-22 15:27:25.805348,Sarah M.,Referral,New,44649,4,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-3374,2025-05-22 15:27:25.805348,David L.,Cold Call,Closed Lost,42605,7,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-2163,2025-05-22 15:27:25.805348,Sarah M.,Website,New,14916,4,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-1095,2025-05-22 15:27:25.805348,James T.,Referral,In Progress,7027,5,2025-05-27 15:27:25.805348,Accurate
Ld-1305,2025-05-22 15:27:25.805348,David L.,Cold Call,New,37352,5,2025-05-27 15:27:25.805348,Accurate
Ld-4056,2025-05-22 15:27:25.805348,Emma W.,Trade Show,Closed Lost,36600,4,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-1797,2025-05-22 15:27:25.805348,David L.,Website,New,19388,5,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-2757,2025-05-23 15:27:25.805348,James T.,Referral,New,5105,6,2025-05-29 15:27:25.805348,Accurate
Ld-5464,2025-05-23 15:27:25.805348,James T.,Referral,New,43396,4,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-1147,2025-05-23 15:27:25.805348,Alex H.,Webinar,New,47557,3,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-3765,2025-05-23 15:27:25.805348,James T.,Trade Show,In Progress,34055,4,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-2867,2025-05-23 15:27:25.805348,Alex H.,Cold Call,In Progress,39414,5,2025-05-28 15:27:25.805348,Missing/Inaccurate
Ld-1714,2025-05-23 15:27:25.805348,Emma W.,Cold Call,Closed Lost,9158,3,2025-05-26 15:27:25.805348,Accurate
Ld-4479,2025-05-23 15:27:25.805348,James T.,Cold Call,Closed Lost,14764,6,2025-05-29 15:27:25.805348,Accurate
Ld-3051,2025-05-23 15:27:25.805348,Emma W.,Trade Show,In Progress,36348,5,2025-05-28 15:27:25.805348,Accurate
Ld-1993,2025-05-23 15:27:25.805348,David L.,Cold Call,In Progress,10951,4,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-1693,2025-05-24 15:27:25.805348,Alex H.,Webinar,Closed Lost,45080,3,2025-05-27 15:27:25.805348,Accurate
Ld-3666,2025-05-24 15:27:25.805348,Emma W.,Website,In Progress,35254,2,2025-05-26 15:27:25.805348,Accurate
Ld-2240,2025-05-24 15:27:25.805348,David L.,Trade Show,New,27419,1,2025-05-25 15:27:25.805348,Accurate
Ld-2177,2025-05-24 15:27:25.805348,David L.,Cold Call,Closed Won,47460,3,2025-05-27 15:27:25.805348,Accurate
Ld-5913,2025-05-24 15:27:25.805348,Alex H.,Cold Call,Closed Lost,33018,5,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-3141,2025-05-24 15:27:25.805348,Sarah M.,Cold Call,New,8040,4,2025-05-28 15:27:25.805348,Accurate
Ld-3084,2025-05-24 15:27:25.805348,Sarah M.,Webinar,Closed Lost,41378,2,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-5083,2025-05-24 15:27:25.805348,Sarah M.,Referral,New,5174,2,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-2223,2025-05-24 15:27:25.805348,James T.,Webinar,New,17175,3,2025-05-27 15:27:25.805348,Accurate
Ld-3411,2025-05-24 15:27:25.805348,David L.,Website,New,35911,3,2025-05-27 15:27:25.805348,Missing/Inaccurate
Ld-4731,2025-05-24 15:27:25.805348,David L.,Referral,Closed Lost,18767,4,2025-05-28 15:27:25.805348,Missing/Inaccurate
Ld-2476,2025-05-24 15:27:25.805348,Alex H.,Website,New,6828,7,2025-05-31 15:27:25.805348,Missing/Inaccurate
Ld-2677,2025-05-24 15:27:25.805348,Alex H.,Referral,Closed Won,24982,2,2025-05-26 15:27:25.805348,Accurate
Ld-1034,2025-05-24 15:27:25.805348,Alex H.,Referral,Closed Lost,16394,4,2025-05-28 15:27:25.805348,Accurate
Ld-4088,2025-05-24 15:27:25.805348,Sarah M.,Webinar,Closed Lost,19567,2,2025-05-26 15:27:25.805348,Missing/Inaccurate
Ld-1854,2025-05-25 15:27:25.805348,Emma W.,Referral,In Progress,33699,3,2025-05-28 15:27:25.805348,Accurate
Ld-5310,2025-05-25 15:27:25.805348,Emma W.,Website,In Progress,49717,4,2025-05-29 15:27:25.805348,Accurate
Ld-4818,2025-05-25 15:27:25.805348,Alex H.,Webinar,New,49523,4,2025-05-29 15:27:25.805348,Accurate
Ld-2046,2025-05-25 15:27:25.805348,James T.,Cold Call,Closed Won,38187,7,2025-06-01 15:27:25.805348,Accurate
Ld-2391,2025-05-25 15:27:25.805348,Emma W.,Trade Show,Closed Won,16122,3,2025-05-28 15:27:25.805348,Accurate
Ld-3147,2025-05-25 15:27:25.805348,David L.,Trade Show,Closed Lost,19996,5,2025-05-30 15:27:25.805348,Accurate
Ld-2436,2025-05-25 15:27:25.805348,David L.,Cold Call,New,34969,4,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-5511,2025-05-25 15:27:25.805348,David L.,Referral,Closed Won,44579,3,2025-05-28 15:27:25.805348,Missing/Inaccurate
Ld-3881,2025-05-25 15:27:25.805348,Alex H.,Cold Call,Closed Lost,48936,4,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-5804,2025-05-25 15:27:25.805348,David L.,Webinar,Closed Won,28989,5,2025-05-30 15:27:25.805348,Accurate
Ld-4221,2025-05-25 15:27:25.805348,Emma W.,Webinar,New,16777,3,2025-05-28 15:27:25.805348,Accurate
Ld-2483,2025-05-25 15:27:25.805348,James T.,Website,In Progress,39636,7,2025-06-01 15:27:25.805348,Accurate
Ld-5390,2025-05-25 15:27:25.805348,Emma W.,Cold Call,In Progress,16707,9,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-1160,2025-05-25 15:27:25.805348,Sarah M.,Cold Call,Closed Won,26976,4,2025-05-29 15:27:25.805348,Accurate
Ld-1261,2025-05-25 15:27:25.805348,James T.,Trade Show,Closed Lost,47642,3,2025-05-28 15:27:25.805348,Accurate
Ld-2132,2025-05-25 15:27:25.805348,David L.,Trade Show,In Progress,45738,3,2025-05-28 15:27:25.805348,Accurate
Ld-2928,2025-05-26 15:27:25.805348,Alex H.,Website,Closed Lost,25677,2,2025-05-28 15:27:25.805348,Accurate
Ld-1022,2025-05-26 15:27:25.805348,James T.,Webinar,In Progress,32480,6,2025-06-01 15:27:25.805348,Accurate
Ld-1193,2025-05-26 15:27:25.805348,Sarah M.,Cold Call,Closed Won,5854,5,2025-05-31 15:27:25.805348,Accurate
Ld-1644,2025-05-26 15:27:25.805348,Emma W.,Referral,In Progress,28960,3,2025-05-29 15:27:25.805348,Accurate
Ld-2071,2025-05-26 15:27:25.805348,James T.,Referral,Closed Lost,25609,4,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-1543,2025-05-26 15:27:25.805348,David L.,Webinar,In Progress,48286,6,2025-06-01 15:27:25.805348,Missing/Inaccurate
Ld-1018,2025-05-26 15:27:25.805348,Sarah M.,Webinar,Closed Won,22568,4,2025-05-30 15:27:25.805348,Accurate
Ld-1220,2025-05-26 15:27:25.805348,Sarah M.,Referral,Closed Won,49357,4,2025-05-30 15:27:25.805348,Accurate
Ld-3649,2025-05-26 15:27:25.805348,David L.,Trade Show,Closed Lost,15720,5,2025-05-31 15:27:25.805348,Missing/Inaccurate
Ld-4960,2025-05-26 15:27:25.805348,Emma W.,Website,Closed Won,40236,5,2025-05-31 15:27:25.805348,Missing/Inaccurate
Ld-1397,2025-05-26 15:27:25.805348,Alex H.,Webinar,Closed Won,9142,4,2025-05-30 15:27:25.805348,Accurate
Ld-4140,2025-05-26 15:27:25.805348,Alex H.,Website,Closed Won,42418,2,2025-05-28 15:27:25.805348,Accurate
Ld-2960,2025-05-27 15:27:25.805348,David L.,Webinar,New,15225,6,2025-06-02 15:27:25.805348,Accurate
Ld-2438,2025-05-27 15:27:25.805348,David L.,Website,New,8810,3,2025-05-30 15:27:25.805348,Accurate
Ld-3757,2025-05-27 15:27:25.805348,Alex H.,Referral,Closed Won,25644,3,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-2539,2025-05-27 15:27:25.805348,Alex H.,Trade Show,In Progress,26754,6,2025-06-02 15:27:25.805348,Missing/Inaccurate
Ld-3892,2025-05-27 15:27:25.805348,Alex H.,Webinar,In Progress,7591,3,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-1080,2025-05-27 15:27:25.805348,David L.,Webinar,Closed Lost,29276,3,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-1901,2025-05-27 15:27:25.805348,Alex H.,Trade Show,New,20913,5,2025-06-01 15:27:25.805348,Missing/Inaccurate
Ld-5114,2025-05-27 15:27:25.805348,James T.,Referral,Closed Lost,43055,4,2025-05-31 15:27:25.805348,Missing/Inaccurate
Ld-1782,2025-05-27 15:27:25.805348,Emma W.,Cold Call,In Progress,22715,5,2025-06-01 15:27:25.805348,Accurate
Ld-1597,2025-05-27 15:27:25.805348,Emma W.,Website,New,44081,5,2025-06-01 15:27:25.805348,Missing/Inaccurate
Ld-3683,2025-05-27 15:27:25.805348,David L.,Webinar,Closed Lost,22833,3,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-2663,2025-05-27 15:27:25.805348,Sarah M.,Webinar,Closed Lost,27042,1,2025-05-28 15:27:25.805348,Accurate
Ld-2993,2025-05-28 15:27:25.805348,Alex H.,Referral,Closed Won,42873,4,2025-06-01 15:27:25.805348,Missing/Inaccurate
Ld-4023,2025-05-28 15:27:25.805348,David L.,Cold Call,Closed Won,10075,4,2025-06-01 15:27:25.805348,Accurate
Ld-1068,2025-05-28 15:27:25.805348,James T.,Referral,Closed Won,10675,1,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-2516,2025-05-28 15:27:25.805348,David L.,Website,Closed Lost,15222,7,2025-06-04 15:27:25.805348,Accurate
Ld-5799,2025-05-28 15:27:25.805348,James T.,Cold Call,Closed Lost,41876,5,2025-06-02 15:27:25.805348,Missing/Inaccurate
Ld-5528,2025-05-28 15:27:25.805348,Sarah M.,Webinar,New,9994,4,2025-06-01 15:27:25.805348,Accurate
Ld-2038,2025-05-28 15:27:25.805348,James T.,Cold Call,In Progress,36273,2,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-2725,2025-05-28 15:27:25.805348,Alex H.,Website,Closed Lost,22773,1,2025-05-29 15:27:25.805348,Accurate
Ld-3265,2025-05-28 15:27:25.805348,Alex H.,Referral,Closed Won,38328,2,2025-05-30 15:27:25.805348,Missing/Inaccurate
Ld-2254,2025-05-28 15:27:25.805348,Emma W.,Trade Show,In Progress,22771,3,2025-05-31 15:27:25.805348,Accurate
Ld-1562,2025-05-28 15:27:25.805348,Sarah M.,Webinar,Closed Won,13335,1,2025-05-29 15:27:25.805348,Accurate
Ld-4999,2025-05-28 15:27:25.805348,Emma W.,Webinar,In Progress,25466,3,2025-05-31 15:27:25.805348,Accurate
Ld-4638,2025-05-28 15:27:25.805348,Emma W.,Referral,Closed Lost,43861,5,2025-06-02 15:27:25.805348,Accurate
Ld-1529,2025-05-28 15:27:25.805348,Sarah M.,Webinar,Closed Won,40735,1,2025-05-29 15:27:25.805348,Missing/Inaccurate
Ld-4950,2025-05-29 15:27:25.805348,Sarah M.,Webinar,In Progress,47351,8,2025-06-06 15:27:25.805348,Accurate
Ld-2996,2025-05-29 15:27:25.805348,James T.,Cold Call,Closed Lost,10704,5,2025-06-03 15:27:25.805348,Accurate
Ld-4306,2025-05-29 15:27:25.805348,James T.,Website,Closed Lost,24799,3,2025-06-01 15:27:25.805348,Accurate
Ld-2215,2025-05-29 15:27:25.805348,David L.,Referral,In Progress,40822,4,2025-06-02 15:27:25.805348,Accurate
Ld-4053,2025-05-29 15:27:25.805348,James T.,Trade Show,In Progress,28567,5,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-1858,2025-05-29 15:27:25.805348,David L.,Trade Show,New,21748,5,2025-06-03 15:27:25.805348,Accurate
Ld-5507,2025-05-29 15:27:25.805348,Emma W.,Trade Show,In Progress,15655,5,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-2672,2025-05-29 15:27:25.805348,James T.,Referral,New,37196,3,2025-06-01 15:27:25.805348,Accurate
Ld-2168,2025-05-29 15:27:25.805348,David L.,Referral,Closed Lost,31838,4,2025-06-02 15:27:25.805348,Missing/Inaccurate
Ld-4109,2025-05-29 15:27:25.805348,Emma W.,Cold Call,Closed Won,37327,3,2025-06-01 15:27:25.805348,Accurate
Ld-5404,2025-05-29 15:27:25.805348,Sarah M.,Webinar,Closed Lost,43889,3,2025-06-01 15:27:25.805348,Accurate
Ld-4955,2025-05-29 15:27:25.805348,James T.,Cold Call,New,49525,2,2025-05-31 15:27:25.805348,Accurate
Ld-2189,2025-05-29 15:27:25.805348,David L.,Webinar,Closed Lost,16485,4,2025-06-02 15:27:25.805348,Missing/Inaccurate
Ld-5972,2025-05-29 15:27:25.805348,Sarah M.,Website,In Progress,30805,5,2025-06-03 15:27:25.805348,Accurate
Ld-4649,2025-05-29 15:27:25.805348,David L.,Cold Call,In Progress,20887,4,2025-06-02 15:27:25.805348,Accurate
Ld-1479,2025-05-29 15:27:25.805348,Emma W.,Cold Call,Closed Won,11833,5,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-3815,2025-05-29 15:27:25.805348,David L.,Website,New,17819,5,2025-06-03 15:27:25.805348,Accurate
Ld-4498,2025-05-30 15:27:25.805348,David L.,Cold Call,Closed Won,6098,1,2025-05-31 15:27:25.805348,Accurate
Ld-4471,2025-05-30 15:27:25.805348,David L.,Cold Call,In Progress,24225,5,2025-06-04 15:27:25.805348,Missing/Inaccurate
Ld-4057,2025-05-30 15:27:25.805348,James T.,Trade Show,Closed Won,14885,5,2025-06-04 15:27:25.805348,Accurate
Ld-1437,2025-05-30 15:27:25.805348,James T.,Referral,Closed Won,8506,3,2025-06-02 15:27:25.805348,Accurate
Ld-1596,2025-05-30 15:27:25.805348,Alex H.,Website,Closed Lost,26677,5,2025-06-04 15:27:25.805348,Accurate
Ld-4944,2025-05-30 15:27:25.805348,James T.,Trade Show,New,48798,5,2025-06-04 15:27:25.805348,Missing/Inaccurate
Ld-1896,2025-05-30 15:27:25.805348,Sarah M.,Webinar,Closed Lost,12943,6,2025-06-05 15:27:25.805348,Accurate
Ld-4307,2025-05-30 15:27:25.805348,Emma W.,Cold Call,Closed Won,38210,4,2025-06-03 15:27:25.805348,Accurate
Ld-3940,2025-05-30 15:27:25.805348,Emma W.,Trade Show,In Progress,35112,4,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-5684,2025-05-30 15:27:25.805348,Emma W.,Website,In Progress,41940,1,2025-05-31 15:27:25.805348,Accurate
Ld-2146,2025-05-30 15:27:25.805348,Sarah M.,Website,Closed Won,10299,5,2025-06-04 15:27:25.805348,Accurate
Ld-5733,2025-05-31 15:27:25.805348,James T.,Webinar,In Progress,9478,6,2025-06-06 15:27:25.805348,Accurate
Ld-3294,2025-05-31 15:27:25.805348,David L.,Website,Closed Lost,13429,4,2025-06-04 15:27:25.805348,Accurate
Ld-2826,2025-05-31 15:27:25.805348,Alex H.,Cold Call,In Progress,17803,6,2025-06-06 15:27:25.805348,Accurate
Ld-2334,2025-05-31 15:27:25.805348,Alex H.,Webinar,New,6524,4,2025-06-04 15:27:25.805348,Accurate
Ld-3795,2025-05-31 15:27:25.805348,James T.,Website,New,19357,4,2025-06-04 15:27:25.805348,Accurate
Ld-4000,2025-05-31 15:27:25.805348,Emma W.,Cold Call,Closed Lost,7597,3,2025-06-03 15:27:25.805348,Accurate
Ld-3636,2025-05-31 15:27:25.805348,Sarah M.,Webinar,New,17693,3,2025-06-03 15:27:25.805348,Accurate
Ld-5994,2025-05-31 15:27:25.805348,Emma W.,Trade Show,Closed Won,13112,2,2025-06-02 15:27:25.805348,Accurate
Ld-3857,2025-05-31 15:27:25.805348,Sarah M.,Cold Call,New,12239,4,2025-06-04 15:27:25.805348,Accurate
Ld-1615,2025-05-31 15:27:25.805348,Alex H.,Website,In Progress,40909,3,2025-06-03 15:27:25.805348,Accurate
Ld-5646,2025-05-31 15:27:25.805348,Emma W.,Website,Closed Lost,49948,6,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-1307,2025-05-31 15:27:25.805348,David L.,Cold Call,Closed Won,46919,1,2025-06-01 15:27:25.805348,Accurate
Ld-3663,2025-05-31 15:27:25.805348,James T.,Cold Call,New,35447,5,2025-06-05 15:27:25.805348,Accurate
Ld-5560,2025-05-31 15:27:25.805348,Alex H.,Website,Closed Lost,13397,3,2025-06-03 15:27:25.805348,Accurate
Ld-2940,2025-05-31 15:27:25.805348,David L.,Referral,Closed Lost,43138,5,2025-06-05 15:27:25.805348,Missing/Inaccurate
Ld-1453,2025-06-01 15:27:25.805348,Sarah M.,Website,In Progress,31211,3,2025-06-04 15:27:25.805348,Missing/Inaccurate
Ld-2701,2025-06-01 15:27:25.805348,David L.,Website,In Progress,22343,6,2025-06-07 15:27:25.805348,Missing/Inaccurate
Ld-1349,2025-06-01 15:27:25.805348,David L.,Referral,Closed Won,39177,2,2025-06-03 15:27:25.805348,Missing/Inaccurate
Ld-4510,2025-06-01 15:27:25.805348,Alex H.,Trade Show,In Progress,13549,5,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-4286,2025-06-01 15:27:25.805348,David L.,Website,New,22297,4,2025-06-05 15:27:25.805348,Missing/Inaccurate
Ld-1240,2025-06-01 15:27:25.805348,David L.,Referral,In Progress,6802,6,2025-06-07 15:27:25.805348,Accurate
Ld-5914,2025-06-01 15:27:25.805348,Alex H.,Webinar,Closed Lost,13080,5,2025-06-06 15:27:25.805348,Accurate
Ld-1868,2025-06-01 15:27:25.805348,Alex H.,Cold Call,In Progress,6531,4,2025-06-05 15:27:25.805348,Accurate
Ld-2035,2025-06-01 15:27:25.805348,David L.,Trade Show,New,36110,3,2025-06-04 15:27:25.805348,Accurate
Ld-3655,2025-06-01 15:27:25.805348,Alex H.,Trade Show,New,32386,7,2025-06-08 15:27:25.805348,Accurate
Ld-4901,2025-06-02 15:27:25.805348,David L.,Trade Show,Closed Won,14171,4,2025-06-06 15:27:25.805348,Accurate
Ld-2331,2025-06-02 15:27:25.805348,Emma W.,Webinar,In Progress,5481,4,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-2080,2025-06-02 15:27:25.805348,David L.,Website,In Progress,19153,5,2025-06-07 15:27:25.805348,Accurate
Ld-4668,2025-06-02 15:27:25.805348,Alex H.,Trade Show,Closed Won,38002,4,2025-06-06 15:27:25.805348,Accurate
Ld-1633,2025-06-02 15:27:25.805348,Emma W.,Webinar,In Progress,18116,4,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-3332,2025-06-03 15:27:25.805348,David L.,Webinar,In Progress,42846,1,2025-06-04 15:27:25.805348,Accurate
Ld-5016,2025-06-03 15:27:25.805348,Alex H.,Webinar,In Progress,25195,3,2025-06-06 15:27:25.805348,Accurate
Ld-4367,2025-06-03 15:27:25.805348,Alex H.,Cold Call,In Progress,42772,5,2025-06-08 15:27:25.805348,Missing/Inaccurate
Ld-5802,2025-06-03 15:27:25.805348,Emma W.,Website,In Progress,30520,5,2025-06-08 15:27:25.805348,Accurate
Ld-5368,2025-06-03 15:27:25.805348,David L.,Referral,Closed Won,12296,5,2025-06-08 15:27:25.805348,Accurate
Ld-4756,2025-06-03 15:27:25.805348,Sarah M.,Referral,Closed Won,12659,3,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-1038,2025-06-03 15:27:25.805348,Sarah M.,Website,In Progress,35740,4,2025-06-07 15:27:25.805348,Accurate
Ld-4098,2025-06-03 15:27:25.805348,Emma W.,Website,New,36259,5,2025-06-08 15:27:25.805348,Accurate
Ld-4097,2025-06-03 15:27:25.805348,David L.,Webinar,New,48355,4,2025-06-07 15:27:25.805348,Missing/Inaccurate
Ld-1256,2025-06-03 15:27:25.805348,Alex H.,Trade Show,New,25932,6,2025-06-09 15:27:25.805348,Missing/Inaccurate
Ld-4085,2025-06-03 15:27:25.805348,David L.,Referral,In Progress,31649,3,2025-06-06 15:27:25.805348,Missing/Inaccurate
Ld-2537,2025-06-03 15:27:25.805348,David L.,Webinar,Closed Lost,9133,4,2025-06-07 15:27:25.805348,Accurate
Ld-3519,2025-06-03 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,19215,3,2025-06-06 15:27:25.805348,Accurate
Ld-3890,2025-06-03 15:27:25.805348,Alex H.,Webinar,Closed Won,16205,3,2025-06-06 15:27:25.805348,Accurate
Ld-3536,2025-06-03 15:27:25.805348,James T.,Referral,Closed Lost,41850,2,2025-06-05 15:27:25.805348,Missing/Inaccurate
Ld-2431,2025-06-03 15:27:25.805348,Emma W.,Referral,New,5545,5,2025-06-08 15:27:25.805348,Missing/Inaccurate
Ld-5949,2025-06-03 15:27:25.805348,Alex H.,Webinar,In Progress,18900,5,2025-06-08 15:27:25.805348,Missing/Inaccurate
Ld-3626,2025-06-03 15:27:25.805348,Emma W.,Trade Show,Closed Lost,16005,4,2025-06-07 15:27:25.805348,Accurate
Ld-4919,2025-06-04 15:27:25.805348,Emma W.,Trade Show,Closed Lost,34961,4,2025-06-08 15:27:25.805348,Accurate
Ld-2365,2025-06-04 15:27:25.805348,James T.,Website,In Progress,5338,3,2025-06-07 15:27:25.805348,Accurate
Ld-1766,2025-06-04 15:27:25.805348,Sarah M.,Cold Call,Closed Lost,49238,5,2025-06-09 15:27:25.805348,Missing/Inaccurate
